-1.927068922596287592e+01;5.143882448337502922e+01;3.161827582803420569e+02;-3.458170633270401861e+00;-2.911282962329471502e+01;-2.248734462356606301e+01;-4.583216835103499420e+00;5.619421326950729600e+00;2.056564252944633893e+02;9.583086671304470450e-01;-1.824421833668581350e+00;-1.764165118000019072e+00;-6.922379338104527768e+00;-7.256295870622909483e+00;-1.651047787512486309e+01;-2.926001589488189225e+01;4.560079483780065175e+02;-4.507650911474155464e+01;-1.330436222014241743e+01;-6.498775967761312700e+01;1.599103734920237798e+02;-7.844871333369430033e+01;2.809948153100359605e+02;-2.324835805900121510e+00;-8.166599802225066540e+00;9.330244711004755942e+00;-3.096752244612003491e+00;-2.400006500941591270e+01;5.967629683017557340e+01;-4.126870171150441280e+01
-1.188396170739712865e+01;4.713201283027439104e+01;3.172322300769877188e+02;-1.752765459278281668e+01;-1.278079624922510504e+01;-4.192979857865669402e+00;-6.650409834911732432e+00;6.399138876957883859e+00;2.065082527000871835e+02;4.712396792432532067e+00;3.302805663306576989e+00;-2.298730460223829208e+00;-1.057696985366023412e+00;1.513765914789393152e+00;-6.467192343692929057e+00;-5.695479816836969889e+01;4.523564986558504870e+02;-3.601803650504096055e+01;-1.414277039758006715e+01;-7.264005222162104758e+01;1.282778945820769252e+02;-8.746726093021362658e+01;2.880753282622986262e+02;-3.321150757633758444e-01;-3.252329757714938818e+00;5.891562085452251907e+00;-4.906096510615609141e+00;-2.232761703737386938e+01;4.292235645186941895e+01;-4.259817448335267187e+01
-4.297143983911011489e+00;4.660858678068282757e+01;3.175722918714144498e+02;5.443352599394198243e+00;-1.117735237150115779e+01;2.138225145499596280e+01;-2.835274660842508343e+00;4.427655438517711595e+00;2.041483277457528516e+02;4.358396886117810176e+00;-8.072486919918357984e+00;2.704808695303905441e+00;-1.233176603387210912e+00;1.179831357945344017e+01;-7.717854221307577589e+00;-8.333767716796640457e+01;4.757079340290655978e+02;-4.397646669206577741e+01;-1.131868726785394763e+01;-7.721570178680880758e+01;1.415666710064661231e+02;-9.444512436989937498e+01;2.967505897338174918e+02;-1.160929680987770496e+00;-3.729256322135969803e+00;5.321374196098394016e+00;-2.734497377294265341e+00;-2.750310524836875103e+01;4.910700391917490748e+01;-5.651385534904856200e+01
-1.690090231475344495e+01;4.717338758419779055e+01;3.247785045582741077e+02;-1.696823012732020786e+01;-2.449352454892079578e+01;-2.579091346163540521e+01;-7.574236392447883048e+00;6.876240203412973706e+00;2.102231418783040624e+02;3.933601190594266939e+00;3.145783820639235895e+00;-2.642979630016574433e+00;-4.318614056540379664e+00;-4.969546723488989848e+00;-9.490999226359356555e+00;-6.771916331303650338e+01;4.543618035928225254e+02;-3.645019914437300912e+01;-2.009201697950965482e+01;-7.667619673597533847e+01;1.127554254169908887e+02;-8.410388994069610646e+01;2.871918383467318563e+02;-5.614532778677788771e-01;-5.213464118247379986e+00;8.372371626851835558e+00;-5.284466717758566467e+00;-2.457297484046332769e+01;3.755978544799700103e+01;-4.214740617686543089e+01
-3.446167492969885160e+01;3.958368548450000191e+01;3.233233936629812320e+02;-9.870312131411820289e+00;-2.323590322468199787e+01;-1.032215542794190277e+01;-4.646864697930231713e+00;4.930260009874698035e+00;2.076716610859662921e+02;1.408391893623609503e+00;-3.478811929711672635e-01;-1.348261511480822072e+00;-2.822003081198856567e+00;-1.046867849341506368e-01;-1.299145423408896605e+01;-8.673703022139959273e+01;4.536057087862155299e+02;-3.264493477974941982e+01;-2.790348414928371312e+01;-5.196193106705247544e+01;1.238972177273821274e+02;-8.000133884522219319e+01;2.822214590635467744e+02;-4.035745461717170635e-01;-5.497695495439858249e+00;4.455408194535424471e+00;-7.345767518507161142e+00;-1.718115825377202199e+01;4.178741515602005308e+01;-4.720019900127714862e+01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-6.954281669208771666e-01;4.617027400060968745e+01;3.144302068020508614e+02;-1.522975664189362632e+01;4.073393107720588269e+00;2.183843045774290559e+01;-5.162149593174953033e+00;7.323364913789353281e+00;2.054937991680804146e+02;5.452023990375843177e+00;4.931243313554038998e+00;-2.154126821745802722e+00;1.884396544480724467e+00;1.024901955674737408e+01;-7.180347693557388666e+00;-1.152567945122895594e+02;4.497871643056145672e+02;-3.865493550271070688e+01;4.123604863228448991e+00;-8.720977304185817047e+01;1.514600398152512355e+02;-8.456732315860027427e+01;2.852741054904005864e+02;-1.449342185388374782e+00;-5.396260642206882174e+00;3.814586642971437680e+00;2.942920987635868624e-01;-2.723245517102836999e+01;5.034912040450286952e+01;-4.843452516377370642e+01
-2.956441297043450689e+01;5.036878440785882560e+01;3.328500571681274778e+02;-1.781978137479872260e+01;-2.179400793276772319e+01;-2.662589151181266800e+01;-3.395150932243803155e+00;6.110918852151298708e+00;2.126580922720094406e+02;1.253329547909725683e+01;-1.345323401101200966e+00;-4.709178619281655931e-01;-1.783754158088200148e+00;-2.396278896652888957e+00;-1.037775987342769923e+01;-9.188764377605039613e+01;4.511714569133750956e+02;-4.416626748068726727e+01;-1.225376173193317619e+01;-7.840796291637029469e+01;1.219812352465965546e+02;-8.329926056487337860e+01;2.848841615124115947e+02;-1.801520728874747457e+00;-5.256464048945691303e+00;-1.203410039812943116e-01;-1.549307853969828619e+00;-2.253382144588958269e+01;3.766557736413957969e+01;-4.052738130440371833e+01
-2.238716853918305105e+01;5.794609114148723705e+01;3.085642768434749996e+02;-1.074140174764564915e+00;-2.135965294724751473e+01;-6.076160197279044439e+00;-5.547296927478805095e+00;7.964023243904110316e+00;2.043910870844319732e+02;2.313882732299162193e+00;4.364507726805750387e+00;1.672420865557374681e-01;7.433322373352111434e-01;5.356962125315651413e+00;-2.299344239449983007e+00;-7.292988457935696545e+01;4.371804435498041244e+02;-4.402154389446814520e+01;-2.377273852113322405e+01;-6.606242077832393989e+01;1.228003985894425654e+02;-8.377977127976885185e+01;2.841747599403174149e+02;-4.335106170879720611e-01;-2.898592425236354408e+00;4.143244133686413200e+00;-4.692021613377839628e+00;-2.271525183312207474e+01;4.501815599129784573e+01;-4.437536867639141036e+01
-4.902301120239496157e+01;4.675935706964990146e+01;3.288123408717515304e+02;-1.696732373920158132e-01;-3.641273621236235414e+01;-2.801499243625793412e+01;-3.016214077964804119e+00;6.649637976694394048e+00;2.120546273228219718e+02;8.860796075080179079e+00;-4.011794690791554985e-02;2.619556670323707870e+00;-4.319169385680888595e+00;-1.590495932809652180e+00;-9.987098578823824013e+00;-8.211865153705841180e+01;4.544060239676597917e+02;-3.944986774911073724e+01;-2.884270291831368382e+01;-1.003146712342813487e+02;1.941056776037041516e+02;-8.871853765541307268e+01;2.897564421571556181e+02;-1.874166929142187632e+00;-6.455668760580137722e+00;7.684111394078716906e+00;-4.832217651260109825e+00;-3.409034447768585352e+01;6.637108681248079733e+01;-6.622161718062841373e+01
